ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
390-03-8579|585822623161|Wendy|Brooks|F|15327 Vanessa Forge|Lake Station|IN|46405|41.5686|-87.2622|11746|Hydrologist|1963-05-28|106373358524|adults_50up_female_urban.json
455-62-5530|6537137998708050|Danielle|Lopez|F|23965 Watts Lakes|Champaign|IL|61822|40.1317|-88.2854|88746|Engineer, broadcasting (operations)|1971-09-19|711931488632|adults_50up_female_urban.json
812-98-6373|4512562220834644290|Keith|Gross|M|80718 Williams Stream|Winder|GA|30680|33.9985|-83.7115|37837|Podiatrist|1970-07-23|650989486641|adults_50up_male_urban.json
208-78-9812|4106838292162986048|Michael|Washington|M|710 Robert Field Apt. 569|Newport|TN|37821|35.9544|-83.2027|22608|Lecturer, further education|1989-03-11|831722602815|adults_2550_male_urban.json
181-41-0567|4941235288899087|Steve|Malone|M|81107 Justin Summit Apt. 360|Martinez|CA|94553|37.9864|-122.135|47065|Financial risk analyst|1989-02-15|560123847674|adults_2550_male_urban.json
520-84-5468|180044372132670|Wyatt|Nash|M|319 Gabriella Parkways|Irvington|KY|40146|37.8762|-86.2965|3745|Automotive engineer|1967-12-30|334152887505|adults_50up_male_urban.json
525-39-3944|639097975689|Michelle|Green|F|180 Lisa Vista|Alamogordo|NM|88310|32.8932|-105.9485|36630|Public house manager|1975-12-04|508005611548|adults_2550_female_urban.json
613-12-3743|5426597460302318|Brandi|Burns|F|0423 Troy Island|Santa Rosa|CA|95409|38.4592|-122.6393|209844|Secondary school teacher|1968-08-26|607928756900|adults_50up_female_urban.json
894-11-8734|340630416527268|Brandon|Beasley|M|95310 Teresa Views|Surprise|AZ|85374|33.63|-112.3314|119941|Building control surveyor|1931-02-15|663399289849|adults_50up_male_urban.json
860-24-5307|2246223801370204|Sarah|Delgado|F|401 Price Loaf|Bedford|PA|15522|39.9908|-78.5261|12036|Charity fundraiser|1942-06-01|776810574829|adults_50up_female_urban.json
836-52-0588|38272045098069|Noah|Kemp|M|33501 Page Manor Apt. 510|Mocksville|NC|27028|35.922|-80.537|25839|Insurance underwriter|1967-01-14|918449047728|adults_50up_male_urban.json
279-49-1959|30305151332092|Jennifer|Harris|F|0741 Matthew Roads|Boyceville|WI|54725|45.0642|-92.0248|2897|Personnel officer|1987-08-09|371149054239|adults_2550_female_urban.json
243-73-0818|4385743391956|Shane|Smith|M|84162 Freeman Cape|Fairfield|PA|17320|39.7808|-77.3619|7823|Chief Executive Officer|1971-02-16|342366309542|adults_50up_male_urban.json
532-31-1988|4500394558464201819|Pamela|Melendez|F|32016 Garcia Pike|Elizabeth|NJ|07202|40.6565|-74.2215|124967|Sports development officer|1972-08-25|665424944443|adults_50up_female_urban.json
416-96-0260|3575075192677509|Douglas|Davis|M|228 Frey Street Suite 568|Schaumburg|IL|60193|42.0144|-88.0935|92294|Surveyor, insurance|1968-03-27|836795455821|adults_50up_male_urban.json
512-22-0167|4487103653476412|Dawn|Glover|F|97453 Michelle Lakes Suite 508|Brunswick|OH|44212|41.2471|-81.828|43548|Arts development officer|1934-09-28|159127423820|adults_50up_female_urban.json
633-03-6989|3547356427294368|Lori|Johnson|F|824 Brown Pike|New York City|NY|10019|40.7651|-73.9858|1577385|Commercial horticulturist|1966-05-16|778523451907|adults_50up_female_urban.json
681-39-7241|503836074172|Amy|Patterson|F|52553 Jacob Summit|Fairfield|OH|45014|39.3266|-84.5479|43917|Chief Financial Officer|1952-08-26|461494694472|adults_50up_female_urban.json
192-70-0462|3541754016379051|Patricia|Adams|F|173 Jason Vista|Rogers|AR|72756|36.3363|-94.1148|71942|Tree surgeon|1996-05-06|445572340838|adults_2550_female_urban.json
646-14-0431|213196561206466|Diana|Ortiz|F|4785 Jackson Causeway Suite 501|Philadelphia|PA|19145|39.9227|-75.1812|1526206|Information officer|1943-01-15|872942711259|adults_50up_female_urban.json
595-73-2544|370992861028553|Phillip|Rodriguez|M|255 Alex Ferry|Petoskey|MI|49770|45.3559|-84.9133|16862|Special educational needs teacher|1997-07-08|449946068465|adults_2550_male_urban.json
853-73-1931|213198052839052|Cory|Arellano|M|08303 Smith Street Suite 776|Miami|FL|33165|25.7343|-80.3588|1737737|Therapist, drama|1961-06-24|765115440211|adults_50up_male_urban.json
892-09-9531|4050719709574459|Taylor|Ramirez|F|143 Lindsey Mountains Apt. 843|Greenwood|IN|46142|39.6224|-86.149|78968|Commercial horticulturist|1993-06-07|763523668305|adults_2550_female_urban.json
326-96-6106|6569597929626328|Mike|Robinson|M|70391 Mark Lodge Suite 141|Rensselaer Falls|NY|13680|44.5943|-75.3237|1244|Facilities manager|1931-07-24|207482101165|adults_50up_male_rural.json
460-51-8493|4298768160519174|Ricky|Moore|M|36374 Steven Place Apt. 131|Fort Wayne|IN|46803|41.0695|-85.1074|305409|Secondary school teacher|1962-09-18|292037589152|adults_50up_male_urban.json
295-10-3088|371682611147626|Alexander|Harris|M|735 Martinez Views Suite 564|Monticello|AR|71655|33.625|-91.7948|15387|Production engineer|2000-07-23|214704644108|young_adults_male_urban.json
668-13-6496|180092663700887|Stacy|Adams|F|14857 Richard Meadows|Acton|MA|01720|42.4751|-71.4483|21361|Administrator|1982-03-08|582050026478|adults_2550_female_urban.json
695-34-1123|213124462882615|John|Baker|M|87363 Jose Fields Apt. 813|Stockton|CA|95210|38.025|-121.2972|357430|Production engineer|1971-08-10|149941168893|adults_50up_male_urban.json
604-95-3301|213145030834911|Mary|Morales|F|4927 Ann Lodge Apt. 337|Hutchinson|KS|67502|38.1156|-97.8937|50951|Conservator, museum/gallery|1939-02-28|768318331908|adults_50up_female_urban.json
651-63-9149|2701553925883023|Anita|Sanders|F|0338 Jones Stream|Northport|AL|35476|33.2273|-87.5943|37522|Public librarian|1956-06-28|574491501895|adults_50up_female_urban.json
414-02-2532|180049072648818|Aaron|Neal|M|167 Glenn Pass|Columbus|IN|47201|39.2055|-85.9317|67468|Financial planner|1984-06-26|671922849541|adults_2550_male_urban.json
227-78-8849|340822781469537|Kevin|Sanchez|M|823 Brad Expressway Suite 861|Elkridge|MD|21075|39.2058|-76.7531|26344|Chartered certified accountant|1993-07-24|473909528060|adults_2550_male_urban.json
852-97-2610|4678019467017|Donald|Terrell|M|044 Garcia Way|Dallas|TX|75243|32.9103|-96.7285|1263321|Designer, interior/spatial|1983-11-12|221456421813|adults_2550_male_urban.json
132-37-8987|30485623788616|Karen|Walker|F|7606 Cheryl Run|Davenport|IA|52806|41.5733|-90.6038|102516|Learning disability nurse|1978-04-14|71470927551|adults_2550_female_urban.json
246-53-9132|3565741698436631|Megan|Alvarez|F|1845 Matthew Mission Suite 785|Lake Worth|FL|33463|26.5955|-80.1291|215808|Surveyor, quantity|1951-01-07|756507362397|adults_50up_female_urban.json
284-44-8276|4188374489234|Olivia|Tanner|F|42445 Ian Village Suite 702|Sharon|KS|67138|37.2492|-98.4142|397|Community arts worker|1959-09-25|528221253113|adults_50up_female_rural.json
178-80-5454|3561037632940380|Wendy|Barber|F|3741 Samuel View|Woodland|CA|95695|38.6816|-121.8052|59848|Stage manager|1970-08-04|12617817198|adults_50up_female_urban.json
749-49-5224|340861997078393|Rachel|Gregory|F|94027 Chapman Falls|Glenpool|OK|74033|35.9591|-95.9997|10163|Mechanical engineer|1965-06-09|46822784466|adults_50up_female_urban.json
414-48-7346|375748632810702|Rachel|Long|F|7384 Brent Lodge Apt. 066|San Bernardino|CA|92407|34.2166|-117.3908|236660|Commercial horticulturist|1974-03-30|963825107872|adults_50up_female_urban.json
883-09-5618|4766024456974|Michael|Davis|M|3369 Murphy Isle|Oconomowoc|WI|53066|43.1095|-88.4862|33830|Medical illustrator|1970-12-07|430625692911|adults_50up_male_urban.json
394-72-3122|4605338824996966089|Michele|Wyatt|F|758 Keith Highway|Cedar Rapids|IA|52404|41.9521|-91.6853|134152|Advertising account planner|1969-07-26|460390270685|adults_50up_female_urban.json
314-68-7290|4126193790229309440|Cindy|Ayers|F|34557 Samantha Mountains|Framingham|MA|01701|42.3007|-71.4255|68423|Electrical engineer|1965-08-04|439558284986|adults_50up_female_urban.json
801-97-9127|30230636578376|Melissa|Holland|F|04136 Gibson Light Suite 959|Breckenridge|TX|76424|32.7532|-98.9099|8992|Engineer, drilling|1948-03-06|140631756267|adults_50up_female_urban.json
136-35-9855|6537196755791204|Sara|Torres|F|028 Barrera Ford Apt. 697|Appleton|WI|54915|44.2425|-88.3564|116633|Operations geologist|2004-06-24|307396924862|young_adults_female_urban.json
242-87-6368|6548868996908782|Jessica|Cunningham|F|1835 Julie Road|Kenosha|WI|53140|42.6052|-87.8299|112912|Higher education lecturer|1944-02-13|58454095929|adults_50up_female_urban.json
289-38-4267|30427072544520|John|Jenkins|M|547 Andrea Harbor|Medical Lake|WA|99022|47.615|-117.704|8820|Automotive engineer|1995-05-17|349852461979|adults_2550_male_urban.json
894-79-4026|3546037828035680|Travis|Lynch|M|085 Castillo Alley|Marietta|GA|30062|34.0025|-84.4633|302309|Psychotherapist, child|1982-01-28|31603351006|adults_2550_male_urban.json
196-74-3531|3556797463177181|Jamie|Russell|M|861 Winters Underpass Apt. 863|Orange|CA|92868|33.7875|-117.8776|141692|Social research officer, government|1975-08-14|262505738554|adults_2550_male_urban.json
203-19-6719|4986409466549774|Amanda|Edwards|F|4349 Mitchell Curve Apt. 762|Fort Leavenworth|KS|66027|39.3485|-94.9265|5742|Art therapist|1974-05-08|596592665492|adults_50up_female_urban.json
033-10-2894|213148280092057|David|Cruz|M|5686 George Camp|Phoenix|AZ|85044|33.3291|-111.9943|1312922|Cartographer|1960-03-10|187265339400|adults_50up_male_urban.json
193-12-5180|4041575842768610|Marissa|Thompson|F|933 John Isle Suite 942|Accord|NY|12404|41.8083|-74.2353|3385|Advertising account planner|1961-06-08|605992737506|adults_50up_female_urban.json
263-42-7336|6516295064103187|Eric|Fields|M|26523 Walters Meadow Suite 546|Aitkin|MN|56431|46.4799|-93.6454|8931|Bonds trader|1972-02-09|898195663507|adults_50up_male_urban.json
820-08-3611|180067264401986|Lisa|Thornton|F|3535 Petersen Junctions|Cooperstown|PA|16317|41.498|-79.8757|1456|Planning and development surveyor|1989-06-04|911071534948|adults_2550_female_rural.json
685-55-0039|30138475134070|Megan|Montgomery|F|58240 Powers Island Suite 651|Huntington|MA|01050|42.2653|-72.8733|2530|Conservator, museum/gallery|1982-02-18|438342027613|adults_2550_female_urban.json
024-85-7058|5495973725303159|Joseph|Gray|M|442 Hailey Glens|Wooster|OH|44691|40.8094|-81.9483|43753|Adult guidance worker|2004-12-26|640212899212|young_adults_male_urban.json
799-94-3453|2715078730539002|David|Nelson|M|92620 Maldonado Trafficway|Celina|TN|38551|36.5475|-85.4966|4106|Mental health nurse|1955-08-11|380993060659|adults_50up_male_urban.json
839-19-8274|4565783393994310951|Bobby|Ryan|M|8782 Erika Port Suite 728|Knoxville|TN|37924|36.032|-83.8021|391389|Financial manager|1992-01-06|492220427688|adults_2550_male_urban.json
204-02-1167|180059846074563|Brooke|Flores|F|703 Seth Place Suite 587|Chesterfield|MO|63017|38.6491|-90.5358|59223|Land/geomatics surveyor|1984-08-21|872107946866|adults_2550_female_urban.json
566-05-2166|675952046901|Stacie|Pollard|F|064 Castillo Park|Bakersfield|CA|93308|35.4244|-119.0433|520197|Energy manager|1986-09-23|183025210426|adults_2550_female_urban.json
153-39-4185|4731971890112036723|Leroy|Waller|M|694 Patricia Corner|Mantua|OH|44255|41.2941|-81.2283|7987|Nurse, children's|1994-05-29|727632352017|adults_2550_male_urban.json
282-62-1086|675993527562|Holly|Hinton|F|313 Denise Club|Burlington|IA|52601|40.8087|-91.117|29723|Nature conservation officer|1972-04-20|696128530784|adults_50up_female_urban.json
227-23-1485|349007416643083|James|Pratt|M|316 Taylor Curve|Grand Island|NE|68801|40.9219|-98.3411|52565|Hydrologist|1967-11-10|920763613692|adults_50up_male_urban.json
288-61-1896|630406067375|Terry|Rice|M|41810 Stephen Valley|Ohatchee|AL|36271|33.7788|-86.0254|6023|Translator|1985-07-30|549865011830|adults_2550_male_urban.json
264-61-8734|3511705647658574|Nicole|Cole|F|36759 Tate Rapids|Waltham|MA|02453|42.3654|-71.2316|60632|Charity officer|1995-06-24|897737196795|adults_2550_female_urban.json
780-80-9568|4784865230804536|Cheryl|Wiley|F|9820 Allison Alley|Sand Springs|OK|74063|36.1341|-96.1426|29808|Aeronautical engineer|1964-11-03|430157788553|adults_50up_female_urban.json
358-44-4291|30539641638250|Angela|Ruiz|F|303 Hunter Corners|Bronx|NY|10458|40.8633|-73.8895|1382480|Public relations officer|1960-12-11|752586181428|adults_50up_female_urban.json
887-04-8915|639048088616|Brian|Ingram|M|4306 Maldonado Tunnel|Brandon|FL|33510|27.9551|-82.2966|79613|Psychologist, forensic|1982-06-11|532243481317|adults_2550_male_urban.json
095-13-2188|30168109817667|Valerie|Durham|F|52673 Wilson Bridge|Kula|HI|96790|20.7534|-156.326|8065|Production engineer|1978-04-25|7579885489|adults_2550_female_urban.json
547-53-8618|4464147359468956|Cheryl|Owens|F|2577 Ryan Village|Jackson|TN|38305|35.6829|-88.8281|86421|Teacher, early years/pre|1980-06-09|762958330714|adults_2550_female_urban.json
735-62-3623|4166032370140951|Micheal|Burch|M|151 Chandler Roads Apt. 230|Brooklyn|NY|11206|40.7012|-73.9436|2504700|Information systems manager|1934-09-18|165318911855|adults_50up_male_urban.json
735-76-6858|5359533841629062|Cody|Moss|M|6603 Tara Ports|Lafayette|LA|70501|30.2361|-92.0083|151705|Social researcher|1993-06-17|382501133399|adults_2550_male_urban.json
655-67-3531|4493635680877934724|Edward|Haynes|M|676 Clinton Plain|Knoxville|TN|37931|35.9924|-84.1201|391389|Recycling officer|1984-11-08|321028144320|adults_2550_male_urban.json
022-80-6670|4429326834870929516|Jason|Jackson|M|454 Nicholas Mill|Stockton Springs|ME|04981|44.5141|-68.856|2316|Publishing rights manager|1981-03-19|227228590913|adults_2550_male_rural.json
105-24-5532|213128766340410|Marcus|Villegas|M|7652 Kevin Vista Suite 851|Greeneville|TN|37743|36.1316|-82.8692|43989|Passenger transport manager|1965-08-06|195819233835|adults_50up_male_urban.json
489-48-1183|30135284547054|Adrienne|Johnson|F|5807 Barnes Place Suite 841|Greencastle|PA|17225|39.7818|-77.747|18879|Equities trader|1941-04-06|732487877869|adults_50up_female_urban.json
122-23-7474|6011783359482242|Jack|Mitchell|M|0353 Rodriguez Manors|Canton|OH|44708|40.812|-81.4241|192805|Manufacturing engineer|1965-06-30|448014065445|adults_50up_male_urban.json
827-34-1618|2711014739129838|Todd|Edwards|M|8012 Wells Dale Suite 715|Spring Lake|MI|49456|43.0887|-86.1915|18581|Musician|1978-08-18|552535408037|adults_2550_male_urban.json
200-78-0074|3574479408030894|Morgan|Jackson|F|4199 Nguyen Summit|Monument|CO|80132|39.1007|-104.8542|19637|Hotel manager|1992-07-03|167645185892|adults_2550_female_urban.json
579-32-7612|6552658728023866|Erica|White|F|08059 Elizabeth Crest Apt. 030|Sylmar|CA|91342|34.3054|-118.4322|91725|Academic librarian|1995-08-19|499054228123|adults_2550_female_urban.json
158-70-6510|180022030710814|Stephanie|Coleman|F|39766 Daniel Grove|Fontana|CA|92335|34.0794|-117.4551|221665|Broadcast presenter|1978-04-23|933504256968|adults_2550_female_urban.json
070-75-9197|675902729291|Eric|Underwood|M|863 Medina Walk|Fresno|CA|93728|36.7581|-119.8113|570271|Field seismologist|1958-09-16|641265896383|adults_50up_male_urban.json
721-50-3281|180049559109235|Teresa|Ward|F|2834 Pena Rue Apt. 619|New York City|NY|10024|40.7864|-73.9764|1577385|Aid worker|1948-09-12|353691178527|adults_50up_female_urban.json
500-47-3408|060429614997|Michael|Brown|M|67952 Jacob Ranch Apt. 454|Riverview|FL|33579|27.8024|-82.2755|85490|Special educational needs teacher|1978-11-20|889405595251|adults_2550_male_urban.json
576-79-1983|30284584874949|Amanda|Williams|F|2886 Moss Ville|Phoenix|AZ|85041|33.3889|-112.0954|1312922|Advertising copywriter|1970-06-01|974871895271|adults_50up_female_urban.json
673-24-0351|676105701970|Dustin|Clark|M|5292 Cooper Viaduct Suite 680|East Greenwich|RI|02818|41.6498|-71.474|18082|Sports development officer|1962-10-12|465009817450|adults_50up_male_urban.json
747-02-0024|2278123624249471|Meghan|Smith|F|90672 Benson Tunnel Suite 095|Kissimmee|FL|34744|28.3078|-81.3681|228365|Public librarian|1976-05-28|535535589319|adults_2550_female_urban.json
858-37-8728|38476308357282|Lindsey|Duffy|F|006 Joseph Mount|Fontana|CA|92337|34.0498|-117.4706|221665|Information systems manager|1947-06-03|848803880446|adults_50up_female_urban.json
083-65-0236|4022305975733682871|Jamie|Rosario|F|552 Hicks Point Suite 685|Austin|TX|78703|30.2907|-97.7648|940359|Agricultural consultant|1969-12-17|839349132188|adults_50up_female_urban.json
274-65-7815|213164871300023|Greg|Green|M|3347 Taylor Greens Suite 470|Bronx|NY|10456|40.8316|-73.9099|1382480|Historic buildings inspector/conservation officer|1975-01-30|132363417208|adults_2550_male_urban.json
716-40-6093|586337069510|Samuel|Mills|M|138 Foley Lakes Suite 594|Bend|OR|97701|44.0928|-121.2936|105390|Development worker, community|2001-06-16|632125402642|young_adults_male_urban.json
106-86-3129|4419977118015|Miguel|Bennett|M|3604 Michelle Pike Suite 927|Pensacola|FL|32508|30.3511|-87.2749|254917|Child psychotherapist|1978-11-05|287740347498|adults_2550_male_urban.json
701-54-9396|4493476889386161875|Robert|Reyes|M|084 Christopher River Suite 521|Eudora|KS|66025|38.933|-95.1022|7704|Product manager|1938-08-07|622071155600|adults_50up_male_urban.json
656-04-5264|4260557402845|Timothy|Howell|M|9559 Danielle Mall Apt. 307|Slidell|LA|70460|30.2916|-89.8129|84991|Scientist, marine|2002-03-26|494959639991|young_adults_male_urban.json
112-67-3962|371234592325803|Traci|White|F|7116 Lisa Mountain Suite 351|Brownsburg|IN|46112|39.8466|-86.3869|33662|Heritage manager|1979-02-19|140002744921|adults_2550_female_urban.json
842-53-3296|4023174028106076|Jasmine|Greer|F|34602 Waller Fords Apt. 564|Boise|ID|83706|43.5885|-116.191|255947|Buyer, retail|1969-07-01|445432562166|adults_50up_female_urban.json
184-76-8967|4025215143517230|Michael|Leblanc|M|44852 Williams Terrace Apt. 354|Jonesboro|GA|30236|33.5242|-84.359|81147|Psychotherapist, dance movement|1980-09-19|962733090541|adults_2550_male_urban.json
263-05-5236|3530611390045893|Brandy|Cox|F|40870 Barnes Underpass|Muncie|IN|47303|40.218|-85.379|93768|Equality and diversity officer|1976-09-24|366012535030|adults_2550_female_urban.json
367-52-3930|180098182843991|Paula|Phillips|F|800 Moran Overpass Apt. 380|Spring Valley|CA|91977|32.724|-116.9976|67264|Psychiatrist|1998-06-14|442921824952|adults_2550_female_urban.json
398-01-9471|4044750175056654|Richard|Black|M|658 Dillon Parks|Bronx|NY|10463|40.8798|-73.9067|1382480|Contracting civil engineer|1999-06-04|219746869121|adults_2550_male_urban.json
297-24-0691|4006319106971363597|Blake|Powers|M|2028 Rodriguez Via|Antioch|CA|94531|37.9658|-121.7758|102729|Cytogeneticist|1960-10-04|172727684173|adults_50up_male_urban.json
422-87-1977|4245422492243023203|Adrian|Davis|M|8928 Joseph Freeway|Miami Beach|FL|33141|25.8486|-80.1446|95666|Learning mentor|2000-11-04|704638226846|young_adults_male_urban.json
